N iter1 iter2 matriz
6294 0.001856 0.001421 0.02023
6295 0.001918 0.001422 0.022076
6296 0.002419 0.001779 0.019109
6297 0.002426 0.001892 0.02242
6298 0.001852 0.001501 0.020167
6299 0.001779 0.001472 0.019771
6300 0.001776 0.001484 0.01918
6301 0.001791 0.001423 0.019485
6302 0.001903 0.001424 0.018212
6303 0.001795 0.001477 0.018035
6304 0.001767 0.001449 0.017972
6305 0.001858 0.001424 0.01781
6306 0.001809 0.001532 0.018048
6307 0.001773 0.001429 0.018075
6308 0.001772 0.001429 0.017888
6309 0.001775 0.001423 0.018578
6310 0.00177 0.001431 0.018187
6311 0.001794 0.001425 0.022209
6312 0.002496 0.001866 0.020962
6313 0.001905 0.001437 0.020037
6314 0.002498 0.001927 0.02128
6315 0.001894 0.001452 0.018913
6316 0.00178 0.001513 0.019254
6317 0.001788 0.001458 0.019193
6318 0.001907 0.001452 0.018029
6319 0.001786 0.001426 0.021809
6320 0.001831 0.001482 0.019922
6321 0.001812 0.001533 0.01821
6322 0.001789 0.001489 0.01794
6323 0.001777 0.001426 0.018136
6324 0.001783 0.001428 0.018137
6325 0.001788 0.001434 0.018082
6326 0.00179 0.001429 0.018281
6327 0.001795 0.001427 0.018729
6328 0.001814 0.001429 0.018176
6329 0.001778 0.001454 0.018061
6330 0.001849 0.001435 0.017956
6331 0.001791 0.001448 0.018214
6332 0.00178 0.00143 0.021412
6333 0.001926 0.001455 0.021177
6334 0.001784 0.001446 0.019732
6335 0.001782 0.00143 0.019655
6336 0.001942 0.001481 0.021248
6337 0.002271 0.001452 0.018697
6338 0.001797 0.001492 0.01916
6339 0.002066 0.001479 0.01873
6340 0.00189 0.001432 0.018508
6341 0.001853 0.001442 0.018205
6342 0.001788 0.001438 0.017997
6343 0.001862 0.001497 0.017973
6344 0.001794 0.001441 0.020015
6345 0.00219 0.001561 0.021183
6346 0.00231 0.001489 0.018869
6347 0.001799 0.001479 0.018041
6348 0.00178 0.001433 0.018142
6349 0.001881 0.001432 0.024263
6350 0.001814 0.001477 0.02421
6351 0.001916 0.001439 0.019855
6352 0.002431 0.00193 0.023608
6353 0.001825 0.001435 0.021097
6354 0.002007 0.001633 0.019431
6355 0.0018 0.00144 0.018358
6356 0.001783 0.001448 0.018151
6357 0.001778 0.00144 0.018084
6358 0.001806 0.001528 0.018107
6359 0.001796 0.001435 0.018051
6360 0.001781 0.00144 0.018288
6361 0.001811 0.001435 0.01835
6362 0.001791 0.001437 0.018569
6363 0.001833 0.001466 0.018471
6364 0.00186 0.001438 0.018306
6365 0.001795 0.001462 0.018001
6366 0.001836 0.001582 0.018935
6367 0.001824 0.001449 0.018382
6368 0.001795 0.001438 0.018306
6369 0.001791 0.001438 0.025455
6370 0.002513 0.001942 0.01925
6371 0.001909 0.001495 0.018409
6372 0.001804 0.001566 0.021413
6373 0.001799 0.001439 0.018263
6374 0.001805 0.001445 0.018286
6375 0.001873 0.001459 0.018048
6376 0.001788 0.001446 0.018505
6377 0.001795 0.00144 0.018243
6378 0.001786 0.001445 0.018315
6379 0.001798 0.001445 0.018159
6380 0.001794 0.00144 0.018238
6381 0.001798 0.00144 0.018291
6382 0.001822 0.001442 0.019143
6383 0.001929 0.001569 0.023412
6384 0.002113 0.001722 0.019266
6385 0.001841 0.001444 0.019339
6386 0.001969 0.001474 0.021308
6387 0.002031 0.001463 0.019438
6388 0.001889 0.001534 0.019412
6389 0.001862 0.001445 0.018887
6390 0.001803 0.001443 0.018218
6391 0.001788 0.001443 0.018432
6392 0.001853 0.001447 0.018239
6393 0.001801 0.001443 0.018339
6394 0.001808 0.00147 0.024667
6395 0.002447 0.001992 0.019493
6396 0.001824 0.001454 0.018415
6397 0.001891 0.001476 0.018577
6398 0.002158 0.001539 0.019681
6399 0.001802 0.001445 0.019732
6400 0.001914 0.001498 0.02036
6401 0.001951 0.001446 0.019805
6402 0.001862 0.001563 0.021126
6403 0.002007 0.001552 0.019458
6404 0.00182 0.001454 0.018531
6405 0.001813 0.001453 0.018305
6406 0.001818 0.001453 0.018166
6407 0.001794 0.001477 0.018493
6408 0.0018 0.001459 0.018958
6409 0.002138 0.00149 0.018301
6410 0.001964 0.001448 0.018305
6411 0.001793 0.001453 0.019104
6412 0.001828 0.001449 0.018354
6413 0.001793 0.001466 0.018188
6414 0.001876 0.001481 0.018972
6415 0.001813 0.001449 0.0189
6416 0.001832 0.001449 0.018378
6417 0.001804 0.001449 0.01831
6418 0.001831 0.001534 0.018217
6419 0.001834 0.001453 0.022336
6420 0.001845 0.001516 0.021533
6421 0.001824 0.001455 0.018388
6422 0.001802 0.00145 0.018279
6423 0.001809 0.001455 0.018513
6424 0.001817 0.001451 0.018322
6425 0.001819 0.001449 0.018468
6426 0.001809 0.001451 0.018355
6427 0.001805 0.001482 0.018834
6428 0.001934 0.001451 0.018669
6429 0.001801 0.001488 0.019893
6430 0.001856 0.001519 0.019561
6431 0.002129 0.001696 0.019303
6432 0.001821 0.001518 0.019562
6433 0.002209 0.001465 0.019707
6434 0.001828 0.001454 0.020898
6435 0.002495 0.001654 0.021615
6436 0.001909 0.001453 0.018358
6437 0.001812 0.001453 0.018557
6438 0.001851 0.001454 0.019723
6439 0.00187 0.001475 0.018933
6440 0.001847 0.001454 0.019066
6441 0.001811 0.001489 0.018798
6442 0.001818 0.001486 0.018692
6443 0.001856 0.001456 0.025146
6444 0.002491 0.001461 0.023485
6445 0.002501 0.00197 0.019871
6446 0.001829 0.001513 0.018461
6447 0.001821 0.001456 0.018381
6448 0.001808 0.001455 0.01854
6449 0.001824 0.001456 0.024559
6450 0.002165 0.001476 0.021506
6451 0.001829 0.001504 0.019528
6452 0.002237 0.001621 0.021702
6453 0.001972 0.001839 0.023484
6454 0.001868 0.001469 0.020396
6455 0.001836 0.001467 0.019498
6456 0.001825 0.001459 0.01862
6457 0.001816 0.001459 0.018448
6458 0.001845 0.001463 0.018434
6459 0.001821 0.001463 0.021705
6460 0.001856 0.00146 0.02131
6461 0.002077 0.00169 0.01849
6462 0.001931 0.001459 0.018495
6463 0.001822 0.001459 0.018904
6464 0.00186 0.00146 0.018579
6465 0.00183 0.001471 0.01849
6466 0.001976 0.001461 0.019332
6467 0.001841 0.001477 0.018525
6468 0.001822 0.001459 0.019925
6469 0.001891 0.00149 0.019992
6470 0.001869 0.001474 0.01859
6471 0.001841 0.001509 0.018553
6472 0.001835 0.001465 0.01872
6473 0.001829 0.00151 0.019585
6474 0.001839 0.001462 0.020773
6475 0.002502 0.001617 0.021746
6476 0.002069 0.001923 0.021199
6477 0.001822 0.00149 0.022075
6478 0.001856 0.001548 0.019456
6479 0.001944 0.001489 0.021403
6480 0.001878 0.001467 0.019022
6481 0.001923 0.001504 0.018639
6482 0.001925 0.001536 0.019328
6483 0.001837 0.001464 0.018574
6484 0.001827 0.001501 0.019229
6485 0.00194 0.001465 0.018575
6486 0.001838 0.00148 0.018699
6487 0.001826 0.001465 0.018479
6488 0.001826 0.001677 0.018483
6489 0.00189 0.001504 0.018432
6490 0.001895 0.001466 0.018954
6491 0.001848 0.001477 0.019074
6492 0.001827 0.001543 0.025799
6493 0.002615 0.001949 0.019151
6494 0.001937 0.001466 0.018564
6495 0.001835 0.001471 0.018555
6496 0.00183 0.001467 0.018508
6497 0.001832 0.001523 0.018449
6498 0.001829 0.001467 0.018873
6499 0.001835 0.001471 0.018422
6500 0.001832 0.001467 0.022695
6501 0.001945 0.001478 0.020711
6502 0.002242 0.001515 0.021836
6503 0.002432 0.001899 0.022779
6504 0.002396 0.001842 0.022353
6505 0.001833 0.001489 0.018568
6506 0.001828 0.001469 0.018717
6507 0.001873 0.001474 0.020579
6508 0.002243 0.001943 0.026684
6509 0.002412 0.001932 0.021993
6510 0.002252 0.001471 0.02025
6511 0.002198 0.001837 0.026057
6512 0.002452 0.001949 0.020997
6513 0.001893 0.001763 0.02395
6514 0.002406 0.0019 0.021397
6515 0.00233 0.001597 0.01948
6516 0.001872 0.001667 0.019481
6517 0.001901 0.001472 0.020064
6518 0.001846 0.001481 0.019438
6519 0.001917 0.001472 0.019881
6520 0.001938 0.001473 0.018684
6521 0.001843 0.001481 0.01864
6522 0.001845 0.001498 0.018699
6523 0.002 0.001481 0.018566
6524 0.001864 0.00153 0.01916
6525 0.001899 0.001474 0.019077
6526 0.001853 0.001548 0.01892
6527 0.00189 0.001475 0.019063
6528 0.001846 0.001484 0.01924
6529 0.001862 0.001481 0.018949
6530 0.001897 0.001489 0.01897
6531 0.001832 0.00148 0.018967
6532 0.00184 0.001475 0.01878
6533 0.001895 0.001498 0.018859
6534 0.001874 0.001558 0.018741
6535 0.001912 0.001476 0.018681
6536 0.001866 0.001525 0.019335
6537 0.001871 0.001477 0.018844
6538 0.001843 0.00148 0.018795
6539 0.001873 0.001477 0.018724
6540 0.001853 0.00162 0.018863
6541 0.001874 0.001477 0.018589
6542 0.00185 0.001477 0.018961
6543 0.001843 0.001482 0.018771
6544 0.001903 0.001478 0.018635
6545 0.001862 0.001482 0.018894
6546 0.001887 0.001501 0.019222
6547 0.00186 0.001484 0.019075
6548 0.001854 0.001479 0.018762
6549 0.00192 0.0015 0.019609
6550 0.001849 0.001534 0.021168
6551 0.002531 0.00164 0.019842
6552 0.001948 0.001499 0.01896
6553 0.00203 0.001516 0.020631
6554 0.002302 0.001899 0.024278
6555 0.001864 0.001639 0.025622
6556 0.001952 0.001969 0.021704
6557 0.001997 0.001639 0.019549
6558 0.001883 0.001505 0.019564
6559 0.001885 0.001624 0.020335
6560 0.001901 0.001482 0.01922
6561 0.001857 0.001537 0.019317
6562 0.001921 0.001631 0.019998
6563 0.001864 0.001482 0.020082
6564 0.001861 0.00163 0.019779
6565 0.002329 0.00153 0.018788
6566 0.001863 0.00149 0.019159
6567 0.001883 0.001483 0.01947
6568 0.001886 0.001519 0.019656
6569 0.00186 0.00149 0.020503
6570 0.00223 0.00161 0.02048
6571 0.001857 0.00149 0.020683
6572 0.00203 0.001698 0.019314
6573 0.001854 0.001489 0.020346
6574 0.00187 0.00166 0.019225
6575 0.002093 0.001525 0.018947
6576 0.001863 0.001494 0.019691
6577 0.00197 0.001723 0.020245
6578 0.001898 0.001705 0.020066
6579 0.001977 0.0018 0.021097
6580 0.001932 0.001505 0.019222
6581 0.001948 0.001608 0.018713
6582 0.001858 0.001613 0.019062
6583 0.001877 0.001492 0.019104
6584 0.001848 0.001488 0.018751
6585 0.001857 0.001897 0.019395
6586 0.001872 0.001492 0.018961
6587 0.00189 0.001508 0.018878
6588 0.001929 0.00156 0.018795
6589 0.001875 0.001488 0.019422
6590 0.00189 0.001489 0.020292
6591 0.001944 0.001488 0.01897
6592 0.001878 0.001493 0.019834
6593 0.001976 0.001541 0.020002
6594 0.001899 0.00149 0.018842
6595 0.001861 0.001489 0.020015
6596 0.001869 0.001496 0.02013
6597 0.001855 0.0015 0.018783
6598 0.001861 0.00149 0.019499
6599 0.001878 0.001491 0.019467
6600 0.001902 0.001562 0.018989
6601 0.00187 0.001502 0.020265
6602 0.001902 0.001492 0.020159
6603 0.001919 0.001492 0.018947
6604 0.001926 0.001744 0.018925
6605 0.001869 0.001491 0.019342
6606 0.001878 0.001492 0.019283
6607 0.001876 0.001502 0.018982
6608 0.001855 0.001492 0.019188
6609 0.001929 0.001508 0.019688
6610 0.002366 0.001493 0.018826
6611 0.002037 0.001501 0.019259
6612 0.001889 0.00152 0.019269
6613 0.001885 0.001491 0.019175
6614 0.001852 0.001499 0.019326
6615 0.001992 0.00152 0.019168
6616 0.001866 0.001517 0.0188
6617 0.001866 0.001492 0.019415
6618 0.001901 0.001495 0.021906
6619 0.00239 0.001892 0.023915
6620 0.002593 0.002019 0.023423
6621 0.002431 0.001954 0.02267
6622 0.001927 0.001578 0.021554
6623 0.001896 0.001505 0.019938
6624 0.00189 0.001539 0.019665
6625 0.002076 0.001867 0.021008
6626 0.002127 0.001514 0.019797
6627 0.001862 0.001642 0.020266
6628 0.001934 0.001672 0.019575
6629 0.001874 0.001498 0.019533
6630 0.001874 0.001498 0.019854
6631 0.002316 0.001612 0.020165
6632 0.00192 0.001547 0.020193
6633 0.001884 0.001523 0.021491
6634 0.001887 0.001506 0.021871
6635 0.001984 0.001499 0.021344
6636 0.00189 0.001591 0.020615
6637 0.002011 0.001549 0.022893
6638 0.001897 0.001795 0.021377
6639 0.001933 0.001629 0.019389
6640 0.001889 0.00152 0.020703
6641 0.001942 0.001501 0.021549
6642 0.001877 0.001506 0.01962
6643 0.00234 0.002036 0.022613
6644 0.002371 0.001897 0.024565
6645 0.001873 0.001501 0.01918
6646 0.001877 0.0015 0.019491
6647 0.002563 0.0015 0.019108
6648 0.001872 0.001505 0.019202
6649 0.001919 0.001502 0.019233
6650 0.001943 0.001543 0.018805
6651 0.001916 0.001508 0.020559
6652 0.001894 0.001532 0.021064
6653 0.001911 0.001712 0.02044
6654 0.002315 0.001936 0.020281
6655 0.001895 0.001544 0.02005
6656 0.001924 0.001748 0.020968
6657 0.00192 0.001516 0.021295
6658 0.001882 0.001535 0.020233
6659 0.001882 0.001588 0.020517
6660 0.001879 0.001512 0.019048
6661 0.002205 0.00205 0.021601
6662 0.00188 0.001536 0.02058
6663 0.001913 0.001512 0.020862
6664 0.001929 0.001544 0.019711
6665 0.00194 0.00153 0.019619
6666 0.001875 0.001561 0.019786
6667 0.001873 0.00158 0.01984
6668 0.002066 0.001548 0.019307
6669 0.001893 0.001506 0.019789
6670 0.001903 0.001505 0.019198
6671 0.001924 0.00152 0.019347
6672 0.001906 0.001507 0.020492
6673 0.00196 0.001507 0.022095
6674 0.001928 0.001655 0.020039
6675 0.001942 0.001886 0.023312
6676 0.001911 0.00155 0.021213
6677 0.001911 0.001529 0.02073
6678 0.002465 0.002003 0.01975
6679 0.00189 0.001977 0.020867
6680 0.001928 0.001515 0.021283
6681 0.002169 0.001574 0.019585
6682 0.001904 0.001509 0.019254
6683 0.002063 0.001531 0.019463
6684 0.001876 0.001532 0.020768
6685 0.001878 0.001656 0.01988
6686 0.001924 0.001539 0.019571
6687 0.002082 0.001511 0.019311
6688 0.001983 0.001513 0.019539
6689 0.002199 0.001609 0.019503
6690 0.002064 0.001667 0.021141
6691 0.001994 0.00156 0.021798
6692 0.00259 0.00189 0.019154
6693 0.002034 0.001705 0.020408
6694 0.002052 0.001551 0.020624
6695 0.00195 0.00157 0.01932
6696 0.001913 0.001515 0.019816
6697 0.001961 0.001578 0.021272
6698 0.001895 0.001513 0.019619
6699 0.001914 0.001562 0.019477
6700 0.001893 0.001513 0.020455
6701 0.001893 0.001548 0.021135
6702 0.001928 0.001595 0.02118
6703 0.002563 0.001515 0.019326
6704 0.001925 0.001519 0.020729
6705 0.001881 0.001521 0.020825
6706 0.001955 0.001545 0.021242
6707 0.002382 0.001926 0.020971
6708 0.001981 0.001515 0.020515
6709 0.002025 0.001539 0.023288
6710 0.002015 0.001648 0.01991
6711 0.001995 0.001664 0.019302
6712 0.001885 0.001521 0.019409
6713 0.001909 0.001523 0.021792
6714 0.001899 0.001526 0.019126
6715 0.001972 0.001532 0.020409
6716 0.001917 0.001524 0.021809
6717 0.00195 0.001535 0.020958
6718 0.002646 0.002082 0.020755
6719 0.002008 0.001615 0.023898
6720 0.001978 0.001595 0.021739
6721 0.002137 0.001588 0.025917
6722 0.002543 0.001962 0.02751
6723 0.002463 0.001949 0.025403
6724 0.001936 0.001539 0.020786
6725 0.002448 0.001792 0.023869
6726 0.001936 0.001586 0.021096
6727 0.001952 0.001747 0.019858
6728 0.001938 0.001577 0.019766
6729 0.001913 0.001551 0.020225
6730 0.001946 0.00155 0.027512
6731 0.00254 0.002 0.022726
6732 0.00223 0.001636 0.020032
6733 0.002633 0.001992 0.021032
6734 0.001938 0.001546 0.02235
6735 0.002017 0.001536 0.020667
6736 0.002025 0.001545 0.021907
6737 0.002281 0.001562 0.021836
6738 0.002578 0.002057 0.027261
6739 0.001932 0.001533 0.022086
6740 0.001933 0.001575 0.020479
6741 0.002411 0.001584 0.021768
6742 0.00195 0.001953 0.022921
6743 0.001987 0.001566 0.022599
6744 0.001953 0.001946 0.023178
6745 0.001947 0.001567 0.021585
6746 0.001962 0.001638 0.020208
6747 0.002305 0.002073 0.021561
6748 0.002032 0.001631 0.021197
6749 0.00193 0.001531 0.020924
6750 0.002044 0.001637 0.021445
6751 0.002413 0.001981 0.020289
6752 0.002043 0.001547 0.020678
6753 0.001914 0.001529 0.020103
6754 0.001957 0.001579 0.020213
6755 0.001905 0.001535 0.020157
6756 0.001955 0.00153 0.020384
6757 0.002173 0.001547 0.019698
6758 0.002035 0.001526 0.023402
6759 0.002127 0.001674 0.020003
6760 0.001951 0.001561 0.021251
6761 0.00193 0.00154 0.019878
6762 0.001977 0.001604 0.022707
6763 0.001929 0.001547 0.020922
6764 0.001942 0.001558 0.020115
6765 0.001939 0.001933 0.020358
6766 0.00191 0.0019 0.022414
6767 0.002088 0.001535 0.021906
6768 0.002398 0.001957 0.020743
6769 0.002355 0.001922 0.022692
6770 0.002649 0.002079 0.020649
6771 0.00224 0.001545 0.020478
6772 0.001957 0.001541 0.021455
6773 0.00225 0.001548 0.019626
6774 0.002108 0.001639 0.019922
6775 0.002158 0.001709 0.021687
6776 0.001936 0.001579 0.020533
6777 0.001954 0.002 0.02891
6778 0.002444 0.001953 0.023768
6779 0.00211 0.001534 0.022532
6780 0.00208 0.001582 0.021409
6781 0.001922 0.001531 0.022179
6782 0.002225 0.002067 0.025807
6783 0.002419 0.001916 0.025732
6784 0.00193 0.001545 0.019839
6785 0.001935 0.001546 0.021199
6786 0.001956 0.001539 0.019922
6787 0.001947 0.001552 0.020459
6788 0.002615 0.001722 0.019415
6789 0.001962 0.001544 0.021356
6790 0.00205 0.001546 0.020765
6791 0.002215 0.001938 0.024684
6792 0.001979 0.001545 0.020887
6793 0.002408 0.001937 0.02313
6794 0.001925 0.001636 0.020479
6795 0.001931 0.001545 0.019675
6796 0.002208 0.001547 0.019368
6797 0.001941 0.001691 0.021593
6798 0.001985 0.001554 0.022847
6799 0.001986 0.001536 0.019369
6800 0.001947 0.001731 0.023996
6801 0.002413 0.001943 0.021431
6802 0.001919 0.001559 0.019785
6803 0.001913 0.001537 0.019268
6804 0.002198 0.001689 0.019362
6805 0.001961 0.001534 0.019681
6806 0.001956 0.001574 0.019475
6807 0.002047 0.001568 0.019514
6808 0.001977 0.001537 0.019716
6809 0.002048 0.001536 0.019947
6810 0.001951 0.001562 0.019563
6811 0.001944 0.001546 0.019895
6812 0.001922 0.001543 0.023422
6813 0.001986 0.001557 0.019466
6814 0.002242 0.00159 0.020689
6815 0.002415 0.001941 0.021318
6816 0.001915 0.001545 0.019908
6817 0.001931 0.001545 0.019594
6818 0.00195 0.00154 0.02137
6819 0.001941 0.001547 0.019561
6820 0.001968 0.001559 0.019706
6821 0.002638 0.001939 0.020121
6822 0.001983 0.00155 0.022011
6823 0.001938 0.001546 0.020813
6824 0.001957 0.001548 0.019311
6825 0.002327 0.002109 0.019884
6826 0.001968 0.00157 0.019817
6827 0.001946 0.001542 0.021424
6828 0.002653 0.002076 0.020331
6829 0.002056 0.001629 0.021465
6830 0.001967 0.001543 0.019827
6831 0.00206 0.001543 0.023546
6832 0.002027 0.001705 0.019369
6833 0.001917 0.001553 0.019788
6834 0.00193 0.001558 0.019872
6835 0.001947 0.001543 0.019511
6836 0.002018 0.00164 0.019386
6837 0.001922 0.001543 0.01988
6838 0.001934 0.00155 0.019879
6839 0.001928 0.001579 0.019708
6840 0.001929 0.001551 0.019653
6841 0.001924 0.001544 0.019864
6842 0.001961 0.001556 0.019659
6843 0.001944 0.001583 0.020724
6844 0.001955 0.001563 0.020008
6845 0.001922 0.001559 0.019354
6846 0.002229 0.001559 0.019437
6847 0.001978 0.001547 0.021253
6848 0.001971 0.001607 0.020191
6849 0.001941 0.001553 0.019524
6850 0.001931 0.001558 0.021257
6851 0.001929 0.001567 0.02024
6852 0.001947 0.001619 0.019378
6853 0.002006 0.001774 0.01962
6854 0.001942 0.001547 0.020013
6855 0.001983 0.001548 0.020688
6856 0.002444 0.001554 0.019842
6857 0.002045 0.001548 0.019993
6858 0.001934 0.001549 0.021295
6859 0.001961 0.001549 0.019566
6860 0.002019 0.001744 0.019634
6861 0.001932 0.001566 0.019774
6862 0.001994 0.001555 0.019753
6863 0.001946 0.001567 0.019642
6864 0.001939 0.00155 0.019931
6865 0.001941 0.00155 0.020226
6866 0.001983 0.001564 0.019815
6867 0.001971 0.001606 0.021482
6868 0.002064 0.001558 0.019936
6869 0.001958 0.001551 0.019976
6870 0.00206 0.001615 0.019769
6871 0.001936 0.001558 0.020056
6872 0.001931 0.001572 0.020008
6873 0.002318 0.001995 0.022791
6874 0.002002 0.001848 0.019825
6875 0.001947 0.001552 0.021224
6876 0.00193 0.001563 0.019901
6877 0.001974 0.001579 0.01958
6878 0.001936 0.001564 0.020075
6879 0.001953 0.001644 0.019899
6880 0.001973 0.001554 0.019645
6881 0.001926 0.001766 0.023402
6882 0.001934 0.001588 0.019795
6883 0.001959 0.001565 0.020055
6884 0.001957 0.001585 0.0197
6885 0.001946 0.001581 0.023891
6886 0.001949 0.001555 0.020299
6887 0.001949 0.00174 0.025539
6888 0.002029 0.001556 0.01974
6889 0.00205 0.001786 0.019917
6890 0.001969 0.001562 0.02052
6891 0.001981 0.001564 0.020957
6892 0.002042 0.001661 0.020355
6893 0.001968 0.001576 0.020247
6894 0.001975 0.001589 0.022551
6895 0.002674 0.002113 0.024386
6896 0.001956 0.001563 0.023574
6897 0.002634 0.001758 0.02021
6898 0.001983 0.001563 0.021865
6899 0.001975 0.001618 0.019957
6900 0.001961 0.001566 0.02099
6901 0.00219 0.00156 0.020619
6902 0.001939 0.001581 0.020829
6903 0.002001 0.001643 0.02044
6904 0.002009 0.0016 0.02045
6905 0.002045 0.001995 0.021193
6906 0.002191 0.00168 0.020486
6907 0.001949 0.001561 0.021757
6908 0.002112 0.001852 0.02069
6909 0.002002 0.001715 0.021512
6910 0.002027 0.001736 0.020685
6911 0.002085 0.001643 0.020782
6912 0.002128 0.001764 0.022509
6913 0.002458 0.002025 0.021878
6914 0.001961 0.001565 0.024303
6915 0.002438 0.002019 0.021266
6916 0.001941 0.001583 0.020475
6917 0.001943 0.001871 0.027319
6918 0.002456 0.001987 0.020617
6919 0.002015 0.00168 0.023653
6920 0.001945 0.001608 0.024697
6921 0.002621 0.002104 0.023973
6922 0.001997 0.001636 0.020551
6923 0.002095 0.0017 0.021457
6924 0.001982 0.001633 0.026442
6925 0.002459 0.00199 0.027443
6926 0.002535 0.002012 0.023081
6927 0.002032 0.001653 0.023003
6928 0.002207 0.001716 0.020903
6929 0.002287 0.002143 0.020643
6930 0.00219 0.001565 0.021099
6931 0.001977 0.001565 0.02181
6932 0.002475 0.001987 0.026568
6933 0.001997 0.001608 0.020588
6934 0.001961 0.001712 0.023212
6935 0.002586 0.002093 0.02546
6936 0.002011 0.001587 0.022268
6937 0.002045 0.001569 0.020691
6938 0.002255 0.001611 0.021059
6939 0.001971 0.001709 0.020081
6940 0.001968 0.001573 0.020373
6941 0.001952 0.001573 0.019929
6942 0.002201 0.0017 0.02012
6943 0.00196 0.001578 0.021045
6944 0.002092 0.001616 0.020574
6945 0.002245 0.001726 0.021799
6946 0.002145 0.002039 0.025167
6947 0.002321 0.002002 0.027337
6948 0.002485 0.001931 0.026664
6949 0.002466 0.002032 0.027768
6950 0.002001 0.001846 0.023071
6951 0.002169 0.002067 0.026025
6952 0.002449 0.001722 0.023215
6953 0.002195 0.002014 0.023166
6954 0.002537 0.001932 0.026354
6955 0.002463 0.002029 0.023547
6956 0.002253 0.001715 0.024419
6957 0.002448 0.001991 0.028038
6958 0.002491 0.001992 0.028742
6959 0.002176 0.001585 0.023693
6960 0.002379 0.002122 0.022042
6961 0.002038 0.001904 0.026295
6962 0.002031 0.001643 0.023166
6963 0.002535 0.001787 0.021388
6964 0.002119 0.001849 0.028855
6965 0.002411 0.001661 0.024786
6966 0.002072 0.001598 0.026889
6967 0.002578 0.001989 0.028451
6968 0.002587 0.001981 0.027837
6969 0.002682 0.002058 0.026836
6970 0.002713 0.002097 0.024729
6971 0.001991 0.001719 0.024678
6972 0.002293 0.001635 0.022141
6973 0.002629 0.001916 0.022933
6974 0.002015 0.001795 0.025639
6975 0.002389 0.001784 0.026478
6976 0.002023 0.001602 0.022911
6977 0.002582 0.002086 0.023629
6978 0.002 0.001668 0.027499
6979 0.002513 0.001975 0.027315
6980 0.002542 0.001983 0.02788
6981 0.00246 0.001996 0.028533
6982 0.002458 0.001842 0.022977
6983 0.002131 0.001587 0.021194
6984 0.002033 0.001584 0.020601
6985 0.002317 0.002006 0.023333
6986 0.002217 0.001997 0.027785
6987 0.002505 0.001724 0.020647
6988 0.00206 0.001602 0.020954
6989 0.002111 0.00168 0.024533
6990 0.002687 0.002092 0.025591
6991 0.002 0.001597 0.021613
6992 0.002181 0.001594 0.02122
6993 0.00205 0.001601 0.021131
6994 0.002006 0.001633 0.020813
6995 0.002009 0.001601 0.021652
6996 0.002038 0.001589 0.020837
6997 0.002031 0.002077 0.025656
6998 0.002519 0.001757 0.025019
6999 0.002037 0.00162 0.022098
7000 0.002034 0.001669 0.02177
7001 0.002161 0.001811 0.021291
7002 0.002002 0.001616 0.024223
7003 0.002062 0.001667 0.023847
7004 0.002048 0.001736 0.023682
7005 0.002446 0.002009 0.023165
7006 0.002061 0.002074 0.026542
7007 0.002021 0.001619 0.024248
7008 0.002023 0.001813 0.023298
7009 0.002231 0.002286 0.026205
7010 0.002574 0.002089 0.02808
7011 0.002271 0.001829 0.025979
7012 0.002144 0.001778 0.025872
7013 0.00246 0.0017 0.027788
7014 0.002031 0.00198 0.023072
7015 0.002279 0.001707 0.026842
7016 0.002623 0.002173 0.025031
7017 0.002214 0.002005 0.022413
7018 0.002057 0.001732 0.025049
7019 0.002092 0.00181 0.023156
7020 0.002606 0.002134 0.025042
7021 0.002508 0.002047 0.030077
7022 0.002583 0.002578 0.029055
7023 0.003063 0.002112 0.024167
7024 0.002284 0.002021 0.028493
7025 0.002624 0.001906 0.025193
7026 0.002759 0.002176 0.028501
7027 0.002612 0.002083 0.027148
7028 0.003388 0.002203 0.030347
7029 0.002729 0.002036 0.024623
7030 0.002693 0.002264 0.025848
7031 0.002406 0.00208 0.025954
7032 0.002683 0.002394 0.026883
7033 0.002579 0.002112 0.026529
7034 0.002382 0.001873 0.027037
7035 0.002687 0.002133 0.026975
7036 0.002604 0.002123 0.027344
7037 0.00266 0.002661 0.025369
7038 0.002901 0.002183 0.029352
7039 0.002541 0.001753 0.026829
7040 0.002712 0.001765 0.02264
7041 0.002106 0.001688 0.023667
7042 0.002137 0.001721 0.023759
7043 0.002533 0.002012 0.025372
7044 0.002553 0.002011 0.027231
7045 0.00263 0.002139 0.028429
7046 0.002287 0.002035 0.027663
7047 0.002552 0.002112 0.026701
7048 0.00223 0.001621 0.023884
7049 0.00203 0.001641 0.027503
7050 0.002026 0.001601 0.023702
7051 0.002103 0.001672 0.020788
7052 0.001976 0.001597 0.020245
7053 0.001989 0.001604 0.020362
7054 0.001989 0.001593 0.020117
7055 0.002074 0.001593 0.020137
7056 0.002023 0.001593 0.020364
7057 0.0022 0.001711 0.020536
7058 0.001994 0.001603 0.020539
7059 0.001992 0.001642 0.020323
7060 0.001975 0.0016 0.020327
7061 0.002027 0.001601 0.022834
7062 0.002646 0.002168 0.021289
7063 0.001985 0.0016 0.020365
7064 0.00199 0.001597 0.020472
7065 0.001997 0.001601 0.020342
7066 0.001976 0.001756 0.02023
7067 0.002055 0.001626 0.0203
7068 0.001986 0.001681 0.020371
7069 0.001978 0.001602 0.020114
7070 0.001977 0.001602 0.020516
