N iter1 iter2 matriz
724 0.000219 0.000163 0.002049
725 0.000221 0.000163 0.002047
726 0.00022 0.000163 0.002166
727 0.000222 0.000164 0.002121
728 0.00022 0.000164 0.002044
729 0.000219 0.000164 0.002061
730 0.00022 0.000164 0.002086
731 0.000228 0.00017 0.002057
732 0.000222 0.000165 0.002065
733 0.000221 0.000177 0.002064
734 0.000223 0.000165 0.002075
735 0.000222 0.000166 0.002078
736 0.000222 0.000166 0.002136
737 0.000224 0.000166 0.002079
738 0.000224 0.000166 0.002074
739 0.000222 0.000166 0.002084
740 0.000241 0.000166 0.002126
741 0.000222 0.000167 0.00212
742 0.000223 0.000166 0.002092
743 0.000224 0.000168 0.002091
744 0.000224 0.000168 0.002092
745 0.000225 0.000168 0.002155
746 0.000227 0.000168 0.002097
747 0.000226 0.000174 0.002104
748 0.000225 0.000168 0.002111
749 0.000225 0.000168 0.00211
750 0.000226 0.000169 0.002114
751 0.000227 0.000176 0.002125
752 0.000227 0.000169 0.002124
753 0.000226 0.000169 0.002167
754 0.000226 0.00017 0.002142
755 0.000233 0.00017 0.002165
756 0.000216 0.00017 0.00215
757 0.000215 0.00017 0.002128
758 0.000215 0.000178 0.002134
759 0.000215 0.00017 0.002143
760 0.000217 0.000172 0.002143
761 0.000225 0.000171 0.002156
762 0.00022 0.000171 0.002155
763 0.000216 0.000171 0.002158
764 0.000216 0.000172 0.002184
765 0.000224 0.000173 0.002176
766 0.000218 0.000172 0.002152
767 0.000217 0.000172 0.002157
768 0.000217 0.000173 0.002162
769 0.000221 0.000173 0.002163
770 0.000219 0.000173 0.002183
771 0.000219 0.000173 0.002167
772 0.000219 0.000173 0.00218
773 0.000219 0.000174 0.002177
774 0.00022 0.000174 0.002213
775 0.000221 0.000174 0.002207
776 0.000221 0.000175 0.002193
777 0.000221 0.000175 0.002185
778 0.00022 0.000175 0.002188
779 0.00022 0.000175 0.002206
780 0.000223 0.000175 0.002194
781 0.000221 0.000176 0.002201
782 0.000221 0.000176 0.002202
783 0.000222 0.000177 0.002236
784 0.000224 0.000183 0.002243
785 0.000224 0.000177 0.002211
786 0.000223 0.000177 0.002214
787 0.000225 0.000177 0.002217
788 0.000225 0.000177 0.002227
789 0.000229 0.000177 0.002222
790 0.000223 0.000177 0.002224
791 0.000225 0.000178 0.002226
792 0.000228 0.000178 0.00225
793 0.000225 0.000178 0.00228
794 0.000232 0.000179 0.002262
795 0.000232 0.000179 0.00224
796 0.000226 0.000179 0.002242
797 0.000226 0.000179 0.00224
798 0.000231 0.000179 0.002258
799 0.000227 0.000179 0.002251
800 0.000226 0.00018 0.002286
801 0.000229 0.000181 0.002255
802 0.000228 0.00018 0.002271
803 0.000228 0.000181 0.002264
804 0.00023 0.000181 0.002256
805 0.00023 0.000181 0.002267
806 0.000229 0.000182 0.002312
807 0.000232 0.000182 0.00228
808 0.000228 0.000182 0.002281
809 0.000229 0.000181 0.002289
810 0.00023 0.000182 0.002297
811 0.00023 0.000182 0.002289
812 0.000231 0.000183 0.002331
813 0.000232 0.000183 0.002285
814 0.00023 0.000183 0.002297
815 0.000232 0.000184 0.002299
816 0.000231 0.000183 0.002294
817 0.000231 0.000184 0.002304
818 0.000231 0.000184 0.002385
819 0.000234 0.000185 0.002313
820 0.000233 0.000197 0.002306
821 0.000232 0.000184 0.002316
822 0.000234 0.000185 0.002315
823 0.000242 0.000185 0.00231
824 0.000233 0.000185 0.002367
825 0.000236 0.000186 0.002337
826 0.000234 0.000186 0.002326
827 0.000234 0.000186 0.002332
828 0.000236 0.000187 0.002348
829 0.000235 0.000186 0.002351
830 0.000236 0.000187 0.002345
831 0.000235 0.000187 0.002341
832 0.000237 0.000187 0.002339
833 0.000236 0.000192 0.002346
834 0.000235 0.000188 0.002362
835 0.000237 0.000188 0.002366
836 0.000237 0.000188 0.002353
837 0.000236 0.000188 0.002383
838 0.00024 0.000189 0.002366
839 0.000237 0.000189 0.002502
840 0.000243 0.000198 0.002551
841 0.000242 0.000189 0.002373
842 0.000239 0.000189 0.002372
843 0.000238 0.000189 0.002369
844 0.000239 0.00019 0.002382
845 0.000239 0.00019 0.002381
846 0.000253 0.000191 0.002416
847 0.00024 0.000191 0.002392
848 0.00024 0.000191 0.002385
849 0.00024 0.000191 0.002384
850 0.000244 0.000191 0.002393
851 0.000242 0.000192 0.002391
852 0.000243 0.000192 0.002413
853 0.000243 0.000192 0.0024
854 0.000243 0.000192 0.002418
855 0.000242 0.000192 0.002408
856 0.000243 0.000193 0.002414
857 0.000253 0.000193 0.002412
858 0.000245 0.000193 0.002424
859 0.000244 0.000193 0.002443
860 0.000243 0.000193 0.002425
861 0.000243 0.000194 0.002425
862 0.000245 0.000193 0.002427
863 0.000246 0.000194 0.00248
864 0.000246 0.000194 0.002469
865 0.000246 0.000194 0.002433
866 0.000246 0.000195 0.00244
867 0.000247 0.000195 0.00245
868 0.000244 0.0002 0.002448
869 0.000246 0.000195 0.002445
870 0.000246 0.000196 0.002466
871 0.000247 0.000196 0.002479
872 0.000248 0.000203 0.00247
873 0.000247 0.000197 0.00246
874 0.000248 0.000197 0.002465
875 0.000249 0.000197 0.00246
876 0.000249 0.000198 0.002487
877 0.000248 0.000198 0.002478
878 0.000248 0.000197 0.002474
879 0.000252 0.000198 0.002492
880 0.000258 0.000198 0.00249
881 0.00025 0.000198 0.002487
882 0.000249 0.000199 0.00248
883 0.000249 0.000203 0.002495
884 0.00025 0.000199 0.002502
885 0.000252 0.000199 0.002493
886 0.000252 0.000199 0.002493
887 0.000253 0.000199 0.002499
888 0.000252 0.000199 0.002539
889 0.000253 0.0002 0.002511
890 0.000252 0.0002 0.002502
891 0.000252 0.000201 0.002509
892 0.000253 0.000201 0.002522
893 0.000252 0.000201 0.002512
894 0.000252 0.000201 0.002516
895 0.000252 0.000201 0.002521
896 0.000253 0.000201 0.002563
897 0.000256 0.000207 0.00253
898 0.000256 0.000202 0.002564
899 0.000255 0.000203 0.002537
900 0.000256 0.000203 0.002532
901 0.000256 0.000211 0.002541
902 0.000255 0.000203 0.002545
903 0.000255 0.000204 0.002547
904 0.000255 0.000203 0.002593
905 0.000256 0.000204 0.002548
906 0.000256 0.000204 0.002555
907 0.000255 0.000208 0.00255
908 0.000258 0.000205 0.002582
909 0.000258 0.000205 0.002567
910 0.000256 0.000205 0.00257
911 0.000257 0.000209 0.002567
912 0.000257 0.000205 0.002604
913 0.000258 0.000205 0.002583
914 0.000261 0.000206 0.002571
915 0.000264 0.000206 0.002573
916 0.000259 0.000206 0.002587
917 0.00026 0.000206 0.002603
918 0.00026 0.000207 0.002593
919 0.000259 0.000207 0.002587
920 0.00026 0.000208 0.002612
921 0.000262 0.000207 0.002611
922 0.000262 0.000208 0.002596
923 0.00026 0.000208 0.002599
924 0.000262 0.000211 0.002598
925 0.000263 0.000208 0.002606
926 0.000263 0.000209 0.00261
927 0.000263 0.000208 0.002607
928 0.000264 0.000209 0.002751
929 0.000327 0.000273 0.002853
930 0.000268 0.000209 0.002628
931 0.000263 0.000238 0.002651
932 0.000266 0.00021 0.002622
933 0.000264 0.00021 0.00262
934 0.000263 0.00021 0.002633
935 0.000263 0.00021 0.002679
936 0.000266 0.00021 0.002652
937 0.000265 0.000211 0.002638
938 0.000269 0.000212 0.002644
939 0.000264 0.000211 0.002649
940 0.000265 0.000211 0.002664
941 0.000266 0.000212 0.002651
942 0.000265 0.000212 0.002655
943 0.000265 0.000216 0.002692
944 0.000268 0.000213 0.00267
945 0.000268 0.000213 0.002659
946 0.000267 0.000213 0.00268
947 0.000267 0.000213 0.002668
948 0.000276 0.000214 0.002674
949 0.000267 0.000214 0.002675
950 0.000268 0.000214 0.002687
951 0.000269 0.000227 0.002708
952 0.00027 0.000214 0.002687
953 0.000269 0.000215 0.00269
954 0.000269 0.000215 0.002686
955 0.000271 0.000214 0.002706
956 0.000272 0.000215 0.002697
957 0.000272 0.000215 0.002688
958 0.00027 0.000215 0.0027
959 0.000326 0.000232 0.002718
960 0.000275 0.000216 0.002875
961 0.000306 0.000247 0.003258
962 0.000321 0.00023 0.002799
963 0.000276 0.000218 0.002707
964 0.000278 0.000217 0.00271
965 0.000272 0.000217 0.002718
966 0.000274 0.000217 0.003971
967 0.00036 0.000276 0.004143
968 0.00033 0.000225 0.002745
969 0.000277 0.000218 0.002739
970 0.000274 0.000218 0.002739
971 0.000276 0.000218 0.002796
972 0.000285 0.000219 0.002766
973 0.000284 0.000219 0.002748
974 0.000275 0.00022 0.002755
975 0.000278 0.00022 0.002756
976 0.000276 0.00022 0.002794
977 0.000284 0.00022 0.002756
978 0.000277 0.00022 0.002756
979 0.00028 0.000221 0.002763
980 0.000276 0.000235 0.00287
981 0.000285 0.000221 0.002955
982 0.000297 0.000225 0.002791
983 0.000278 0.000221 0.002765
984 0.000277 0.000221 0.002797
985 0.000278 0.000222 0.002801
986 0.000294 0.000226 0.002858
987 0.00032 0.000222 0.002826
988 0.000282 0.000223 0.002782
989 0.000279 0.000223 0.002792
990 0.000279 0.000223 0.002829
991 0.000297 0.000224 0.002833
992 0.000312 0.00023 0.002792
993 0.000282 0.000223 0.002802
994 0.000282 0.000223 0.002836
995 0.000282 0.000224 0.002822
996 0.000287 0.000236 0.002875
997 0.000305 0.000225 0.002813
998 0.00029 0.000224 0.002821
999 0.000282 0.000224 0.002814
1000 0.000283 0.000225 0.002814
1001 0.000284 0.000226 0.002862
1002 0.000286 0.000226 0.002828
1003 0.000286 0.000226 0.002824
1004 0.000287 0.000226 0.002817
1005 0.000283 0.000226 0.002852
1006 0.000284 0.000227 0.002856
1007 0.000284 0.000226 0.002836
1008 0.000284 0.000227 0.002856
1009 0.000285 0.000227 0.002839
1010 0.000284 0.000227 0.002847
1011 0.000284 0.000227 0.002842
1012 0.000286 0.000228 0.002851
1013 0.000288 0.000228 0.002858
1014 0.000286 0.000228 0.00286
1015 0.000287 0.000229 0.002864
1016 0.000287 0.000229 0.00287
1017 0.000287 0.000233 0.002864
1018 0.000287 0.000229 0.002877
1019 0.00029 0.00023 0.002872
1020 0.000287 0.00023 0.002872
1021 0.000287 0.000229 0.002907
1022 0.000302 0.00023 0.002884
1023 0.000302 0.00023 0.002949
1024 0.000314 0.000237 0.002885
1025 0.000303 0.000231 0.002888
1026 0.000303 0.00023 0.002911
1027 0.000303 0.000231 0.002903
1028 0.000305 0.000232 0.002896
1029 0.000304 0.000232 0.003055
1030 0.000314 0.000234 0.002942
1031 0.000309 0.000233 0.002956
1032 0.000304 0.000243 0.002914
1033 0.000304 0.000233 0.002957
1034 0.000305 0.000233 0.002936
1035 0.000306 0.000233 0.003007
1036 0.000308 0.000234 0.002944
1037 0.000305 0.000234 0.002931
1038 0.000313 0.000234 0.002937
1039 0.000314 0.000234 0.00293
1040 0.000305 0.000244 0.002952
1041 0.000309 0.000235 0.002946
1042 0.000308 0.000234 0.002938
1043 0.00031 0.000235 0.002943
1044 0.000308 0.000235 0.002944
1045 0.000309 0.000236 0.002949
1046 0.00031 0.000236 0.00295
1047 0.000311 0.000236 0.002964
1048 0.000317 0.000236 0.002952
1049 0.000308 0.000237 0.002966
1050 0.000325 0.000236 0.002981
1051 0.000311 0.000237 0.002972
1052 0.000309 0.000237 0.002967
1053 0.00031 0.000237 0.002958
1054 0.000315 0.000237 0.002968
1055 0.000311 0.000238 0.002969
1056 0.000317 0.000238 0.002975
1057 0.00031 0.000243 0.00298
1058 0.000311 0.000238 0.002989
1059 0.000314 0.000238 0.00302
1060 0.000312 0.000238 0.002989
1061 0.000316 0.000239 0.003
1062 0.000312 0.000239 0.002992
1063 0.000312 0.000239 0.002998
1064 0.000313 0.000239 0.003007
1065 0.000314 0.00024 0.00302
1066 0.00032 0.00025 0.003044
1067 0.000319 0.000241 0.003044
1068 0.000335 0.000241 0.00304
1069 0.000314 0.000241 0.003035
1070 0.000317 0.000246 0.003051
1071 0.00032 0.000241 0.003017
1072 0.000315 0.000241 0.003025
1073 0.000316 0.000242 0.003051
1074 0.000316 0.000242 0.003082
1075 0.000321 0.000242 0.003023
1076 0.000321 0.000243 0.003029
1077 0.000317 0.000247 0.003025
1078 0.000328 0.000257 0.003062
1079 0.000321 0.000244 0.0031
1080 0.000377 0.000243 0.003059
1081 0.000318 0.000243 0.003049
1082 0.000318 0.000244 0.003049
1083 0.000318 0.00026 0.003079
1084 0.000336 0.000265 0.003074
1085 0.000321 0.000245 0.003056
1086 0.000319 0.000245 0.003101
1087 0.000322 0.000245 0.003103
1088 0.000327 0.000247 0.0031
1089 0.000325 0.000254 0.00306
1090 0.00032 0.000246 0.003066
1091 0.000322 0.000246 0.003068
1092 0.000323 0.000246 0.003138
1093 0.000328 0.000246 0.003099
1094 0.000321 0.000246 0.00308
1095 0.000321 0.000247 0.003129
1096 0.000329 0.000247 0.00315
1097 0.000326 0.000248 0.003136
1098 0.000327 0.000248 0.0031
1099 0.000324 0.000248 0.003098
1100 0.000323 0.000248 0.003091
1101 0.000322 0.000248 0.003168
1102 0.00034 0.000248 0.003106
1103 0.000325 0.000254 0.003105
1104 0.000326 0.000248 0.003156
1105 0.000326 0.000249 0.003223
1106 0.000331 0.00025 0.003162
1107 0.00033 0.00025 0.003126
1108 0.000325 0.000249 0.003129
1109 0.000325 0.00025 0.003137
1110 0.000327 0.00025 0.003203
1111 0.000331 0.000251 0.003135
1112 0.000328 0.00025 0.003169
1113 0.000326 0.000251 0.003182
1114 0.000328 0.000251 0.00321
1115 0.000372 0.000251 0.003151
1116 0.000329 0.000252 0.003149
1117 0.00033 0.000251 0.003157
1118 0.000329 0.000252 0.003152
1119 0.000335 0.000299 0.003457
1120 0.000367 0.000253 0.003154
1121 0.000335 0.000252 0.003231
1122 0.000331 0.000258 0.003199
1123 0.000346 0.000254 0.003523
1124 0.00034 0.000281 0.003168
1125 0.000332 0.000254 0.003179
1126 0.000331 0.000253 0.003172
1127 0.00033 0.000254 0.003319
1128 0.000339 0.000255 0.003189
1129 0.000331 0.000254 0.003192
1130 0.000348 0.000255 0.003305
1131 0.000321 0.00026 0.003221
1132 0.00035 0.000255 0.003197
1133 0.000321 0.000256 0.003201
1134 0.00032 0.000255 0.003206
1135 0.000321 0.000256 0.003208
1136 0.00032 0.000256 0.003245
1137 0.000322 0.000262 0.003218
1138 0.000325 0.000257 0.003223
1139 0.000322 0.000257 0.003209
1140 0.000324 0.000256 0.003219
1141 0.000322 0.000257 0.003231
1142 0.000337 0.000257 0.003217
1143 0.000334 0.000258 0.003248
1144 0.000343 0.000258 0.003218
1145 0.000341 0.000258 0.003216
1146 0.000337 0.000262 0.003234
1147 0.000337 0.000263 0.003266
1148 0.000338 0.000259 0.00328
1149 0.000336 0.000259 0.003288
1150 0.000353 0.000259 0.003247
1151 0.000339 0.000259 0.003254
1152 0.000339 0.00026 0.003255
1153 0.000338 0.000266 0.003256
1154 0.00034 0.00026 0.003258
1155 0.00034 0.00026 0.003273
1156 0.000345 0.000261 0.003301
1157 0.000339 0.000261 0.003315
1158 0.000341 0.000261 0.003261
1159 0.000342 0.000296 0.003275
1160 0.000344 0.000261 0.003277
1161 0.00034 0.000261 0.003274
1162 0.000341 0.000262 0.003275
1163 0.000342 0.000262 0.003286
1164 0.000344 0.000263 0.003271
1165 0.000352 0.000263 0.003282
1166 0.000341 0.000262 0.003332
1167 0.000342 0.000263 0.003295
1168 0.000342 0.000263 0.003294
1169 0.000342 0.000264 0.003289
1170 0.000343 0.000264 0.003298
1171 0.000343 0.000264 0.003302
1172 0.000344 0.000265 0.003304
1173 0.000343 0.000265 0.003345
1174 0.000344 0.000264 0.003362
1175 0.000344 0.000265 0.003341
1176 0.000356 0.000265 0.003324
1177 0.000346 0.000266 0.003323
1178 0.000347 0.000266 0.003322
1179 0.000347 0.000266 0.003321
1180 0.000348 0.000266 0.003343
1181 0.000344 0.000266 0.003329
1182 0.000347 0.000266 0.003351
1183 0.000346 0.000267 0.003357
1184 0.000346 0.000267 0.003333
1185 0.000348 0.000267 0.003342
1186 0.000346 0.000267 0.003338
1187 0.000346 0.000267 0.003357
1188 0.000348 0.000268 0.003352
1189 0.00035 0.000268 0.003396
1190 0.000407 0.000333 0.00397
1191 0.000343 0.00027 0.003381
1192 0.000361 0.000269 0.003372
1193 0.00035 0.000269 0.003373
1194 0.000349 0.000269 0.003362
1195 0.00035 0.00027 0.003364
1196 0.000357 0.00027 0.003382
1197 0.000351 0.000269 0.003375
1198 0.000353 0.00027 0.003602
1199 0.000435 0.000329 0.004395
1200 0.00048 0.000358 0.004817
1201 0.000455 0.000358 0.00476
1202 0.000362 0.000272 0.004164
1203 0.000363 0.000297 0.004313
1204 0.000368 0.000272 0.003409
1205 0.000436 0.000309 0.004687
1206 0.000433 0.000349 0.005046
1207 0.000452 0.000367 0.004761
1208 0.000457 0.000311 0.004514
1209 0.000454 0.000335 0.003731
1210 0.000367 0.000273 0.003591
1211 0.000364 0.000274 0.003525
1212 0.00039 0.000336 0.003745
1213 0.000366 0.000275 0.003458
1214 0.000357 0.000274 0.003438
1215 0.000355 0.000274 0.003456
1216 0.000384 0.00028 0.003455
1217 0.000358 0.000274 0.003465
1218 0.000357 0.000275 0.003443
1219 0.000358 0.000275 0.00349
1220 0.000388 0.000282 0.003568
1221 0.000361 0.000275 0.003472
1222 0.000358 0.000275 0.003444
1223 0.000365 0.000276 0.003529
1224 0.000428 0.000277 0.00347
1225 0.000358 0.000276 0.003491
1226 0.000361 0.000277 0.003466
1227 0.000359 0.000277 0.003539
1228 0.000364 0.000277 0.003522
1229 0.00036 0.000277 0.003508
1230 0.000359 0.000277 0.003467
1231 0.00036 0.000278 0.003505
1232 0.000365 0.000277 0.003479
1233 0.00036 0.000278 0.003513
1234 0.000362 0.000283 0.003471
1235 0.00036 0.000283 0.003593
1236 0.000387 0.000279 0.003519
1237 0.000365 0.000278 0.003519
1238 0.000363 0.00028 0.003494
1239 0.000362 0.00028 0.00351
1240 0.000363 0.00028 0.003488
1241 0.000365 0.00028 0.003525
1242 0.000362 0.00028 0.003502
1243 0.000374 0.00028 0.0036
1244 0.00038 0.000281 0.0035
1245 0.000353 0.000281 0.003515
1246 0.000351 0.00028 0.003511
1247 0.000351 0.000281 0.003508
1248 0.000351 0.000281 0.003892
1249 0.00036 0.000283 0.003522
1250 0.000355 0.000282 0.003524
1251 0.000352 0.000282 0.003525
1252 0.000354 0.000282 0.003544
1253 0.000353 0.000283 0.003535
1254 0.000353 0.000304 0.003668
1255 0.000367 0.000283 0.003531
1256 0.000358 0.000283 0.003531
1257 0.000354 0.000284 0.003547
1258 0.000354 0.000283 0.003555
1259 0.000355 0.000284 0.003592
1260 0.000358 0.00029 0.003561
1261 0.000355 0.000284 0.003549
1262 0.000355 0.000285 0.00356
1263 0.000355 0.000284 0.003563
1264 0.000356 0.000285 0.003556
1265 0.000358 0.000285 0.003609
1266 0.000358 0.000291 0.003568
1267 0.00036 0.000286 0.003573
1268 0.000359 0.000286 0.003585
1269 0.000358 0.000286 0.003572
1270 0.000357 0.000286 0.003575
1271 0.000359 0.000286 0.003628
1272 0.000359 0.000292 0.003578
1273 0.000362 0.000287 0.003593
1274 0.00036 0.000287 0.003598
1275 0.000361 0.000288 0.003601
1276 0.000358 0.000288 0.003599
1277 0.000386 0.000289 0.003957
1278 0.000367 0.000289 0.003615
1279 0.000361 0.000288 0.003615
1280 0.000361 0.000297 0.003625
1281 0.000363 0.000315 0.003617
1282 0.000367 0.000291 0.004082
1283 0.000382 0.000306 0.003764
1284 0.000367 0.00029 0.003673
1285 0.000364 0.00029 0.003641
1286 0.000363 0.00029 0.003669
1287 0.000365 0.00029 0.003629
1288 0.000363 0.000291 0.003696
1289 0.000365 0.000291 0.003638
1290 0.000366 0.000315 0.003635
1291 0.000366 0.000291 0.003642
1292 0.000364 0.000291 0.003642
1293 0.000364 0.000291 0.003678
1294 0.000366 0.000292 0.003652
1295 0.00037 0.000292 0.00364
1296 0.00037 0.000292 0.003656
1297 0.000368 0.000292 0.003683
1298 0.000367 0.000293 0.003685
1299 0.000371 0.000293 0.003663
1300 0.000367 0.000294 0.003663
1301 0.000366 0.000293 0.003705
1302 0.000368 0.000294 0.003667
1303 0.000368 0.000294 0.003673
1304 0.000367 0.000294 0.003681
1305 0.000391 0.000294 0.003678
1306 0.000368 0.000297 0.003689
1307 0.000374 0.000295 0.00368
1308 0.000367 0.000295 0.003716
1309 0.000369 0.000295 0.003686
1310 0.000368 0.000295 0.003702
1311 0.000369 0.000295 0.003698
1312 0.000369 0.000296 0.003734
1313 0.00037 0.000296 0.003708
1314 0.000369 0.000296 0.003712
1315 0.000369 0.000296 0.003704
1316 0.000388 0.000309 0.00372
1317 0.000378 0.000297 0.003712
1318 0.000371 0.000297 0.003706
1319 0.000371 0.000297 0.003756
1320 0.000373 0.000298 0.003719
1321 0.000375 0.000298 0.003755
1322 0.000373 0.000298 0.003714
1323 0.000375 0.000298 0.00376
1324 0.000374 0.000298 0.003745
1325 0.000376 0.000299 0.003748
1326 0.000377 0.000303 0.003728
1327 0.000403 0.000299 0.003794
1328 0.000375 0.0003 0.003741
1329 0.000373 0.0003 0.003748
1330 0.000374 0.0003 0.003787
1331 0.000375 0.0003 0.003751
1332 0.000376 0.0003 0.003794
1333 0.000376 0.000299 0.003765
1334 0.000379 0.000301 0.003944
1335 0.000386 0.000302 0.003772
1336 0.000381 0.000301 0.003764
1337 0.000379 0.000301 0.003773
1338 0.00038 0.000302 0.004087
1339 0.000385 0.000303 0.003776
1340 0.000378 0.000302 0.003775
1341 0.000377 0.000302 0.00382
1342 0.000379 0.00031 0.003787
1343 0.000377 0.000302 0.00384
1344 0.000379 0.000316 0.003806
1345 0.000379 0.000302 0.003806
1346 0.000379 0.000303 0.003808
1347 0.00038 0.000303 0.003796
1348 0.000382 0.000304 0.003835
1349 0.000382 0.000305 0.003809
1350 0.000385 0.000304 0.003802
1351 0.000383 0.000304 0.003816
1352 0.000381 0.000304 0.003825
1353 0.000381 0.000304 0.003813
1354 0.000381 0.000305 0.004108
1355 0.000431 0.000307 0.003834
1356 0.000382 0.000306 0.003853
1357 0.000388 0.000314 0.003827
1358 0.000383 0.000306 0.003826
1359 0.000385 0.000306 0.003877
1360 0.00039 0.000307 0.003844
1361 0.000383 0.000307 0.003826
1362 0.000386 0.000307 0.003865
1363 0.000384 0.000307 0.003851
1364 0.000389 0.000307 0.003879
1365 0.000385 0.000313 0.003861
1366 0.000385 0.000328 0.003857
1367 0.000385 0.000308 0.003866
1368 0.000385 0.000308 0.003857
1369 0.000388 0.000308 0.003859
1370 0.000388 0.000333 0.004217
1371 0.000394 0.00031 0.003905
1372 0.000388 0.000309 0.003882
1373 0.000387 0.00031 0.003875
1374 0.000387 0.000309 0.00388
1375 0.000387 0.00031 0.003928
1376 0.000389 0.000311 0.003893
1377 0.000391 0.00031 0.003886
1378 0.000388 0.000311 0.003904
1379 0.000388 0.000311 0.003893
1380 0.000388 0.000311 0.003936
1381 0.000391 0.000315 0.00389
1382 0.000389 0.000311 0.003889
1383 0.000392 0.000315 0.003915
1384 0.00039 0.000312 0.003913
1385 0.00039 0.000313 0.003945
1386 0.000391 0.000318 0.003912
1387 0.000391 0.000313 0.003938
1388 0.000391 0.000313 0.00398
1389 0.000393 0.000319 0.003923
1390 0.000392 0.000313 0.003936
1391 0.000415 0.00032 0.003928
1392 0.000393 0.000314 0.003916
1393 0.000395 0.000314 0.003932
1394 0.000393 0.000315 0.00394
1395 0.000392 0.000318 0.003922
1396 0.000399 0.000315 0.003979
1397 0.000408 0.000315 0.003945
1398 0.000408 0.000315 0.003945
1399 0.000409 0.000315 0.003958
1400 0.000407 0.000315 0.003992
1401 0.00041 0.00032 0.004039
1402 0.000408 0.000316 0.003956
1403 0.000411 0.000316 0.003966
1404 0.000407 0.000317 0.003968
1405 0.000408 0.000316 0.003964
1406 0.000407 0.000317 0.004001
1407 0.000418 0.000318 0.004026
1408 0.000409 0.000317 0.003964
1409 0.000414 0.000329 0.004017
1410 0.000419 0.000318 0.003992
1411 0.000412 0.000318 0.003989
1412 0.000415 0.000318 0.003976
1413 0.000413 0.000318 0.003975
1414 0.00041 0.000318 0.004061
1415 0.000414 0.000319 0.004127
1416 0.000415 0.00032 0.004018
1417 0.000415 0.000331 0.0041
1418 0.000405 0.00032 0.004048
1419 0.000401 0.00032 0.00401
1420 0.000402 0.00032 0.004007
1421 0.000399 0.00032 0.004017
1422 0.00043 0.000327 0.004023
1423 0.000401 0.00032 0.004007
1424 0.0004 0.000321 0.004023
1425 0.000411 0.000322 0.004018
1426 0.000401 0.000322 0.004028
1427 0.000402 0.000353 0.004033
1428 0.000404 0.000323 0.004019
1429 0.000402 0.000322 0.004028
1430 0.000423 0.000323 0.004034
1431 0.000403 0.000323 0.004031
1432 0.000405 0.000322 0.004088
1433 0.000404 0.000324 0.004038
1434 0.000403 0.000323 0.004036
1435 0.000403 0.000324 0.004064
1436 0.000404 0.000324 0.004053
1437 0.000403 0.000324 0.004109
1438 0.000405 0.000324 0.004075
1439 0.000409 0.000324 0.004058
1440 0.000405 0.000324 0.004067
1441 0.000406 0.000324 0.004053
1442 0.000405 0.000329 0.004112
1443 0.000407 0.000326 0.004069
1444 0.000406 0.000326 0.004072
1445 0.000406 0.000325 0.004082
1446 0.000407 0.000326 0.004081
1447 0.000407 0.000331 0.00437
1448 0.000459 0.000328 0.004096
1449 0.00041 0.000355 0.004114
1450 0.000409 0.000327 0.004131
1451 0.00041 0.000335 0.004092
1452 0.000411 0.000327 0.004152
1453 0.00041 0.000328 0.004099
1454 0.000409 0.000328 0.004098
1455 0.000409 0.000328 0.004113
1456 0.000416 0.000329 0.00411
1457 0.00041 0.000328 0.004143
1458 0.00041 0.000329 0.004098
1459 0.00041 0.000328 0.004147
1460 0.000415 0.000329 0.004126
1461 0.000414 0.00033 0.004122
1462 0.000414 0.00033 0.004179
1463 0.000429 0.000356 0.004133
1464 0.000413 0.000331 0.004126
1465 0.000424 0.000331 0.004173
1466 0.000414 0.000331 0.004131
1467 0.000412 0.000331 0.004175
1468 0.000414 0.000331 0.004159
1469 0.000412 0.000335 0.004136
1470 0.000413 0.000331 0.004174
1471 0.000414 0.000331 0.004178
1472 0.000414 0.000332 0.004294
1473 0.000418 0.00034 0.004146
1474 0.000415 0.000333 0.004157
1475 0.000424 0.000332 0.004151
1476 0.000415 0.000333 0.004165
1477 0.000415 0.000339 0.004173
1478 0.000422 0.000333 0.004163
1479 0.000419 0.000334 0.004188
1480 0.00042 0.000334 0.004164
1481 0.000416 0.000333 0.004168
1482 0.000441 0.000345 0.0042
1483 0.000418 0.000334 0.004181
1484 0.000419 0.000335 0.004187
1485 0.000418 0.000335 0.004186
